id,age,status,gender,diet,drinks,height,income,last_online,location,offspring,sign,smokes,speaks,age_group,messages_sent,profile_completion,account_age,preferred_age_range,subscription_type,self_rated_attractiveness
615650,24,single,m,strictly anything,socially,66,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",libra but it doesn’t matter,no,"english (fluently), chinese (poorly)",25-34,475,76,3,19-29,Free,9
620427,25,single,m,,socially,69,-1,11/06/2012,"san francisco, california",,,no,english,25-34,155,51,3,20-30,Free,9
858606,33,single,f,,socially,64,-1,30/06/2012,"san francisco, california",,leo and it’s fun to think about,no,"english, ancient greek, cebuano, basque, esperanto",25-34,425,85,8,28-38,Premium,9
261164,39,single,m,,socially,67,-1,29/06/2012,"oakland, california",,sagittarius but it doesn’t matter,no,english (okay),35-44,254,61,2,34-44,Premium,8
930440,50,single,f,,not at all,71,-1,14/06/2012,"richmond, california","doesn't have kids, and doesn't want any",,no,english (fluently),45-54,170,99,1,45-55,Free,10
772803,21,single,m,mostly anything,socially,76,-1,01/06/2012,"palo alto, california",,sagittarius,sometimes,english,18-24,468,84,5,18-26,Free,8
859455,27,single,m,,socially,72,-1,26/03/2012,"berkeley, california",,,no,english,25-34,215,80,7,22-32,Free,9
885534,26,seeing someone,f,,socially,64,-1,28/06/2012,"oakland, california",,aquarius,no,"english (fluently), khmer (fluently), spanish (poorly)",25-34,169,68,4,21-31,Free,9
892407,21,single,m,strictly anything,socially,69,20000,29/06/2012,"oakland, california",doesn't have kids,aries and it’s fun to think about,no,"english, japanese",18-24,251,75,8,18-26,Free,8
190705,29,single,m,anything,socially,70,-1,27/06/2012,"san francisco, california","doesn't have kids, but might want them",scorpio and it’s fun to think about,,english,25-34,359,85,1,24-34,Free,8
246385,19,single,m,anything,socially,68,-1,20/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",taurus but it doesn’t matter,yes,"english (fluently), arabic (poorly)",18-24,321,53,5,18-24,Free,8
117015,30,single,m,mostly anything,socially,70,-1,25/06/2012,"oakland, california",,aries but it doesn’t matter,sometimes,english,25-34,54,97,2,25-35,Free,10
556823,35,single,m,,socially,71,-1,26/06/2012,"san francisco, california",,cancer and it’s fun to think about,no,english,35-44,455,92,3,30-40,Premium,8
263289,30,married,m,mostly anything,socially,70,-1,29/06/2012,"san francisco, california",,,no,english (poorly),25-34,431,80,6,25-35,Free,8
634820,23,single,m,mostly anything,socially,72,-1,21/06/2012,"san francisco, california",doesn't have kids,leo,no,english,18-24,90,62,2,18-28,Free,9
899568,31,single,m,anything,socially,67,-1,28/06/2012,"castro valley, california","doesn't have kids, but might want them",capricorn but it doesn’t matter,no,english,25-34,277,92,8,26-36,Free,10
721855,28,single,m,mostly anything,socially,67,-1,30/06/2012,"berkeley, california",,,no,"english, tagalog (fluently), spanish (poorly)",25-34,100,88,4,23-33,Premium,10
158181,27,single,f,,socially,64,-1,22/05/2012,"san francisco, california",doesn't have kids,,,english,25-34,154,95,7,22-32,Free,9
432800,44,single,m,strictly anything,often,69,-1,29/06/2012,"novato, california",,pisces and it’s fun to think about,no,"english (fluently), german (okay), c++ (poorly)",45-54,376,53,5,39-49,Free,6
971812,31,single,m,,socially,67,-1,30/06/2012,"san leandro, california","doesn't have kids, but might want them",sagittarius but it doesn’t matter,no,"english (fluently), spanish (poorly)",25-34,348,89,7,26-36,Premium,8
882364,42,single,f,mostly anything,rarely,69,-1,29/06/2012,"corte madera, california",has a kid,taurus and it’s fun to think about,no,english (fluently),35-44,450,93,7,37-47,Free,7
270218,24,single,m,mostly anything,socially,69,50000,29/06/2012,"berkeley, california","doesn't have kids, and doesn't want any",libra and it’s fun to think about,when drinking,english,25-34,363,62,2,19-29,Free,9
168806,26,seeing someone,m,,rarely,65,-1,15/03/2012,"south san francisco, california",,libra,no,"english, chinese (okay)",25-34,140,90,6,21-31,Free,9
215330,61,single,f,mostly anything,socially,66,-1,23/06/2012,"san francisco, california",has a kid,gemini but it doesn’t matter,no,english,55-64,172,58,8,56-65,Free,8
168885,37,single,m,,socially,73,70000,12/05/2012,"berkeley, california",,libra but it doesn’t matter,no,"english (fluently), german (okay), japanese (okay), c++ (fluently)",35-44,9,51,8,32-42,Free,10
549803,32,single,m,mostly anything,rarely,68,80000,29/06/2012,"san mateo, california","doesn't have kids, but wants them",aries but it doesn’t matter,no,english,25-34,227,84,9,27-37,Free,7
973192,24,single,f,,rarely,67,-1,26/04/2012,"san francisco, california",,sagittarius,no,"english, french, c++",25-34,264,61,5,19-29,Free,9
530286,31,seeing someone,m,,socially,72,-1,25/04/2012,"san francisco, california",,taurus,no,english (fluently),25-34,437,66,3,26-36,Free,10
113399,28,single,m,,socially,73,-1,01/06/2012,"san francisco, california",,,no,"english, french (okay), dutch (poorly)",25-34,247,53,5,23-33,Free,9
396604,25,single,f,strictly anything,socially,65,-1,26/03/2012,"san francisco, california",,,no,"english (fluently), spanish (okay)",25-34,246,63,6,20-30,Free,9
909440,24,single,m,strictly anything,socially,72,-1,30/06/2012,"san francisco, california",,libra and it’s fun to think about,no,english (fluently),25-34,154,70,9,19-29,Free,8
800258,43,single,f,,socially,70,-1,01/04/2012,"san francisco, california",has a kid,pisces,no,"english (fluently), french (okay)",35-44,33,90,9,38-48,Free,10
976336,26,single,m,mostly anything,socially,65,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",leo,no,"english (fluently), tagalog (fluently)",25-34,498,57,4,21-31,Free,10
112452,25,single,m,,socially,72,-1,14/05/2012,"san leandro, california",,,,english,25-34,128,82,5,20-30,Premium,9
542589,37,single,m,vegetarian,socially,68,-1,25/06/2012,"san leandro, california","doesn't have kids, but might want them",scorpio,no,english,35-44,159,94,8,32-42,Free,8
151692,20,single,f,mostly anything,socially,64,-1,18/06/2012,"san francisco, california",,,no,english,18-24,88,77,9,18-25,Free,8
826572,29,single,m,mostly anything,socially,66,-1,29/06/2012,"hayward, california",,capricorn but it doesn’t matter,when drinking,"english (fluently), spanish (okay)",25-34,92,52,1,24-34,Free,10
241655,25,single,f,anything,often,61,-1,29/06/2012,"burlingame, california",,,when drinking,"english (fluently), french (poorly)",25-34,326,63,3,20-30,Free,2
469184,30,single,m,anything,socially,74,-1,24/06/2012,"san rafael, california","doesn't have kids, but might want them",cancer,no,english,25-34,240,68,4,25-35,Free,8
128463,38,single,f,,socially,69,-1,27/06/2012,"san francisco, california",,aries,no,"english, french (fluently), spanish (okay)",35-44,322,55,9,33-43,Premium,10
575003,41,single,m,mostly vegetarian,socially,77,30000,28/06/2012,"emeryville, california",,cancer and it’s fun to think about,trying to quit,english,35-44,467,85,1,36-46,Free,10
855440,42,single,f,anything,socially,62,-1,27/06/2012,"alameda, california",,virgo but it doesn’t matter,no,english,35-44,403,69,8,37-47,Free,8
963236,35,single,f,mostly vegetarian,socially,68,-1,29/06/2012,"san francisco, california","doesn't have kids, but might want them",scorpio but it doesn’t matter,no,english (fluently),35-44,116,50,2,30-40,Free,8
662686,28,single,m,mostly anything,socially,66,-1,28/06/2012,"san francisco, california",doesn't have kids,,no,english,25-34,93,59,1,23-33,Free,9
738508,32,single,m,,socially,68,-1,29/06/2012,"oakland, california",,,no,english,25-34,162,62,7,27-37,Premium,9
240050,29,available,m,,socially,71,-1,30/05/2012,"berkeley, california",,pisces and it’s fun to think about,no,"english (fluently), sign language (okay)",25-34,98,61,4,24-34,Premium,8
705960,23,single,m,mostly anything,socially,73,-1,28/06/2012,"oakland, california",,,no,english,18-24,112,60,2,18-28,Free,9
347401,36,single,m,mostly vegetarian,socially,65,-1,27/11/2011,"richmond, california",,taurus and it’s fun to think about,no,english,35-44,358,85,4,31-41,Free,10
535603,22,single,f,vegetarian,,66,-1,30/06/2012,"san francisco, california",,gemini,,"english, chinese",18-24,90,66,2,18-27,Free,1
629251,31,single,m,,socially,72,-1,19/06/2012,"oakland, california",doesn't want kids,gemini and it’s fun to think about,no,"english, spanish",25-34,345,96,4,26-36,Free,8
596992,49,single,f,,socially,66,-1,28/04/2012,"san francisco, california",doesn't want kids,,,english,45-54,205,78,2,44-54,Premium,8
534597,27,single,m,,socially,72,-1,26/06/2012,"redwood city, california",,,no,english,25-34,16,52,7,22-32,Premium,8
330234,24,single,f,mostly anything,socially,73,-1,28/06/2012,"san francisco, california",,capricorn,no,english,25-34,273,78,3,19-29,Free,9
396107,26,single,m,mostly anything,socially,74,50000,30/06/2012,"belmont, california",doesn't have kids,pisces and it’s fun to think about,yes,"english (fluently), spanish (poorly)",25-34,172,59,7,21-31,Free,9
939167,29,single,m,mostly anything,socially,70,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",scorpio and it’s fun to think about,no,english (fluently),25-34,115,95,2,24-34,Free,10
310588,33,single,f,,socially,66,-1,24/06/2012,"berkeley, california",,scorpio and it’s fun to think about,no,english,25-34,348,68,4,28-38,Premium,10
579253,25,single,f,mostly anything,socially,65,-1,26/06/2012,"castro valley, california","doesn't have kids, but wants them",scorpio and it’s fun to think about,no,english,25-34,467,53,7,20-30,Free,8
637703,36,single,m,mostly anything,rarely,70,-1,29/06/2012,"san mateo, california","doesn't have kids, but wants them",taurus and it’s fun to think about,no,english,35-44,180,95,6,31-41,Premium,9
936468,33,single,m,mostly anything,socially,67,-1,28/06/2012,"san francisco, california",doesn't have kids,cancer,when drinking,"english (fluently), chinese (fluently)",25-34,90,87,3,28-38,Free,10
755120,38,single,m,,,68,-1,20/06/2012,"redwood city, california",doesn't have kids,,no,"english (fluently), german (poorly), spanish (poorly)",35-44,81,61,8,33-43,Free,7
396526,24,single,m,mostly other,not at all,73,-1,29/06/2012,"benicia, california",doesn't have kids,aries and it’s fun to think about,trying to quit,english,25-34,323,80,9,19-29,Free,9
745598,25,single,m,,socially,69,-1,21/06/2012,"emeryville, california",,,no,english,25-34,448,51,4,20-30,Free,9
994592,35,single,m,anything,socially,75,-1,18/06/2012,"berkeley, california",,pisces but it doesn’t matter,,english,35-44,113,98,9,30-40,Premium,10
174294,28,single,f,mostly anything,socially,66,-1,25/06/2012,"palo alto, california",,,no,english,25-34,256,50,3,23-33,Free,8
900770,24,single,m,mostly anything,socially,68,20000,24/07/2011,"oakland, california",,taurus and it matters a lot,no,english (fluently),25-34,57,66,2,19-29,Premium,9
282336,22,single,m,anything,socially,66,-1,14/06/2012,"san francisco, california",,pisces,no,english,18-24,153,74,8,18-27,Free,9
405718,31,single,m,vegan,not at all,65,-1,26/06/2012,"berkeley, california",,capricorn but it doesn’t matter,no,"english (fluently), spanish (poorly)",25-34,364,54,6,26-36,Free,6
596614,35,single,f,,socially,63,-1,27/06/2012,"san francisco, california",doesn't have kids,,no,english (fluently),35-44,403,97,8,30-40,Free,10
456181,25,single,m,,socially,69,150000,29/06/2012,"san francisco, california",,aries but it doesn’t matter,no,"english (fluently), hungarian (okay), spanish (okay)",25-34,115,63,3,20-30,Free,9
147046,61,single,f,,socially,66,80000,16/07/2011,"oakland, california",,gemini and it’s fun to think about,no,"english (fluently), spanish (okay)",55-64,342,59,8,56-65,Free,9
126568,46,single,f,,rarely,66,-1,25/06/2012,"palo alto, california","doesn't have kids, and doesn't want any",leo and it’s fun to think about,no,english,45-54,265,70,2,41-51,Free,7
658058,36,single,m,mostly anything,socially,65,80000,18/06/2012,"oakland, california",,taurus and it’s fun to think about,no,english (fluently),35-44,314,74,7,31-41,Premium,10
737629,31,single,m,mostly anything,socially,66,-1,14/07/2011,"berkeley, california",,scorpio,no,english,25-34,202,84,2,26-36,Free,10
770136,48,single,m,,socially,68,-1,29/06/2012,"albany, california",has kids,taurus,no,english,45-54,40,52,2,43-53,Free,9
952564,41,single,f,,socially,66,40000,31/08/2011,"pleasant hill, california",,leo and it’s fun to think about,no,english (fluently),35-44,104,67,5,36-46,Free,8
200027,34,single,m,,socially,70,-1,29/06/2012,"san francisco, california",,,no,"english (fluently), spanish (poorly)",35-44,388,99,9,29-39,Premium,9
817739,24,single,m,mostly anything,socially,71,-1,27/06/2012,"san francisco, california",doesn't have kids,pisces,,english,25-34,377,85,2,19-29,Premium,9
190895,49,single,f,mostly other,socially,64,-1,29/06/2012,"san leandro, california","has a kid, but doesn't want more",scorpio but it doesn’t matter,no,"english, english",45-54,192,88,9,44-54,Premium,8
389568,47,single,f,anything,rarely,66,-1,27/06/2012,"richmond, california",doesn't have kids,pisces and it’s fun to think about,no,english,45-54,400,82,8,42-52,Free,9
456410,28,single,f,,rarely,63,-1,29/06/2012,"san francisco, california",doesn't have kids,,no,"english (fluently), chinese (okay)",25-34,277,97,4,23-33,Premium,9
967396,29,single,f,,socially,64,-1,27/06/2012,"san francisco, california",,,no,"english, french (poorly)",25-34,353,66,5,24-34,Free,8
464203,37,single,f,anything,rarely,62,-1,30/06/2012,"palo alto, california",doesn't have kids,pisces and it’s fun to think about,no,"english, chinese (okay), spanish (okay)",35-44,236,89,6,32-42,Premium,8
693877,24,single,m,mostly anything,socially,72,-1,30/06/2012,"emeryville, california",,aquarius but it doesn’t matter,no,english (fluently),25-34,424,55,9,19-29,Free,9
153090,55,single,f,,socially,65,-1,29/06/2012,"san bruno, california","has a kid, but doesn't want more",aries but it doesn’t matter,no,english,55-64,220,83,6,50-60,Free,8
191399,32,single,f,anything,socially,65,-1,29/06/2012,"san francisco, california",,,,"english (fluently), chinese (poorly)",25-34,67,75,6,27-37,Free,9
903606,23,single,m,anything,socially,72,-1,09/04/2012,"san francisco, california",doesn't have kids,cancer and it’s fun to think about,,"english, spanish (okay)",18-24,196,91,6,18-28,Free,8
533180,45,single,m,mostly anything,socially,69,-1,29/06/2012,"san mateo, california","has a kid, and might want more",aquarius,,english,45-54,255,80,1,40-50,Free,9
923132,32,single,f,mostly vegetarian,socially,62,-1,29/06/2012,"san francisco, california",,capricorn and it’s fun to think about,no,"english, spanish (okay)",25-34,138,98,1,27-37,Free,10
985011,22,single,f,,,59,-1,22/06/2012,"atherton, california",,libra,,english,18-24,311,100,9,18-27,Free,4
632230,38,single,m,anything,socially,69,80000,30/06/2012,"san mateo, california",has a kid,,no,"english (fluently), chinese (okay)",35-44,434,77,2,33-43,Premium,9
284278,24,single,m,mostly anything,socially,73,-1,29/06/2012,"stanford, california",doesn't have kids,cancer but it doesn’t matter,no,english,25-34,148,85,5,19-29,Premium,10
863597,52,single,f,mostly anything,rarely,69,-1,24/06/2012,"daly city, california",doesn't have kids,cancer,no,"english (fluently), spanish (poorly)",45-54,98,62,9,47-57,Free,7
894203,27,single,m,mostly anything,often,71,-1,28/06/2012,"oakland, california",doesn't have kids,sagittarius but it doesn’t matter,when drinking,english (fluently),25-34,75,70,6,22-32,Free,5
309934,26,single,m,strictly other,rarely,73,-1,22/06/2012,"orinda, california",,capricorn and it’s fun to think about,no,english,25-34,281,75,9,21-31,Free,9
752283,22,single,m,anything,often,72,-1,29/02/2012,"oakland, california","doesn't have kids, and doesn't want any",,no,english,18-24,370,100,2,18-27,Premium,2
193358,39,single,m,mostly anything,socially,64,-1,29/06/2012,"oakland, california",,aquarius but it doesn’t matter,no,english (fluently),35-44,402,80,1,34-44,Premium,8
666821,63,single,f,mostly anything,socially,63,-1,29/06/2012,"san rafael, california","doesn't have kids, and doesn't want any",cancer and it’s fun to think about,no,english,55-64,108,65,2,58-65,Free,9
858493,28,single,m,mostly anything,socially,72,-1,13/07/2011,"san leandro, california",,,trying to quit,english,25-34,187,80,2,23-33,Premium,8
464688,22,single,f,mostly anything,socially,60,-1,20/06/2012,"san lorenzo, california",,,no,english,18-24,198,62,5,18-27,Premium,10
965623,36,single,f,mostly anything,rarely,60,-1,26/06/2012,"green brae, california",,gemini but it doesn’t matter,no,"english (fluently), spanish (okay)",35-44,302,79,1,31-41,Free,8
541793,28,single,m,,socially,68,-1,26/04/2012,"san mateo, california",,pisces,no,english,25-34,326,81,2,23-33,Free,8
202293,42,single,m,,socially,71,50000,28/06/2012,"daly city, california",,virgo but it doesn’t matter,no,english (fluently),35-44,153,54,5,37-47,Free,10
752618,61,single,f,mostly vegetarian,socially,65,-1,29/06/2012,"belvedere tiburon, california",,capricorn but it doesn’t matter,no,"english, french (okay)",55-64,39,61,5,56-65,Free,8
232441,33,single,m,,,63,-1,29/06/2012,"redwood city, california",,,,english,25-34,132,88,7,28-38,Free,2
772987,32,single,m,,socially,68,50000,29/06/2012,"san rafael, california","doesn't have kids, but wants them",aquarius and it’s fun to think about,,"english (fluently), spanish (poorly)",25-34,404,90,4,27-37,Free,9
979540,23,single,m,,socially,70,-1,27/06/2012,"san francisco, california","doesn't have kids, but wants them",scorpio,no,english (fluently),18-24,461,86,6,18-28,Free,8
708609,36,single,f,mostly anything,socially,64,-1,17/03/2012,"hayward, california","has kids, but doesn't want more",taurus and it’s fun to think about,no,english (fluently),35-44,131,53,6,31-41,Free,8
579286,29,single,m,,socially,67,-1,18/04/2012,"san francisco, california",,,no,english,25-34,278,91,9,24-34,Free,8
895921,46,single,f,,rarely,68,-1,26/06/2012,"hercules, california",,leo,no,english,45-54,361,97,3,41-51,Premium,8
496779,28,single,m,mostly anything,socially,68,-1,21/06/2012,"oakland, california",,aries,no,"english, chinese",25-34,83,92,9,23-33,Free,9
721323,24,single,m,,rarely,67,20000,20/06/2012,"daly city, california","doesn't have kids, but wants them",capricorn but it doesn’t matter,no,"english (okay), tagalog (poorly), spanish (poorly)",25-34,398,78,9,19-29,Premium,7
501188,31,single,m,strictly anything,socially,72,-1,30/06/2012,"oakland, california",,scorpio,no,"english, spanish",25-34,241,90,2,26-36,Premium,8
435283,30,single,m,,,71,-1,06/06/2012,"oakland, california",,aries,,english,25-34,115,54,2,25-35,Premium,1
803641,28,seeing someone,f,,socially,61,-1,31/01/2012,"oakland, california",,cancer and it’s fun to think about,when drinking,"english (fluently), french (okay)",25-34,108,60,7,23-33,Free,9
207029,29,single,f,,socially,60,-1,30/06/2012,"oakland, california",doesn't have kids,scorpio,no,english,25-34,220,79,8,24-34,Premium,8
138991,24,single,f,strictly anything,socially,66,-1,23/06/2012,"san francisco, california",,,no,english,25-34,391,58,3,19-29,Free,9
978177,26,single,f,,socially,66,-1,29/02/2012,"benicia, california","has a kid, and wants more",pisces and it’s fun to think about,yes,english (fluently),25-34,40,98,7,21-31,Free,10
512304,41,single,m,,socially,69,150000,27/06/2012,"emeryville, california",has a kid,libra and it’s fun to think about,no,"english (fluently), german (fluently), french (poorly)",35-44,367,77,7,36-46,Premium,10
298249,54,single,f,anything,socially,65,-1,29/06/2012,"san francisco, california",,,no,english,55-64,146,71,7,49-59,Free,10
664227,55,single,f,,socially,62,-1,18/06/2012,"san francisco, california",,,,english,55-64,111,60,2,50-60,Free,8
275438,25,single,m,,socially,69,-1,29/06/2012,"san francisco, california",,,sometimes,english,25-34,102,70,8,20-30,Free,10
655364,24,single,m,mostly anything,socially,72,-1,30/06/2012,"menlo park, california",,,no,english (fluently),25-34,45,55,8,19-29,Free,8
405857,37,single,m,,rarely,72,-1,07/06/2012,"oakland, california",has kids,,no,english,35-44,411,75,5,32-42,Free,7
136366,28,single,m,anything,socially,72,-1,02/05/2012,"san francisco, california",,capricorn,no,english,25-34,493,65,7,23-33,Free,8
413445,34,available,m,,,68,-1,10/03/2012,"redwood city, california",,leo but it doesn’t matter,,english,35-44,474,100,7,29-39,Free,9
902985,26,single,f,,rarely,60,-1,26/06/2012,"oakland, california","doesn't have kids, but wants them",,no,"english (fluently), spanish (okay), other",25-34,323,63,4,21-31,Free,7
631877,51,single,m,mostly anything,socially,71,-1,26/06/2012,"san francisco, california",doesn't want kids,virgo but it doesn’t matter,no,"english (fluently), spanish (poorly)",45-54,377,84,5,46-56,Premium,9
574636,28,single,m,mostly anything,rarely,75,60000,29/06/2012,"san francisco, california","doesn't have kids, but might want them",capricorn but it doesn’t matter,no,"english (fluently), spanish (okay)",25-34,270,91,6,23-33,Premium,9
931585,37,single,m,mostly anything,rarely,67,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",leo but it doesn’t matter,no,"english (fluently), french (okay), spanish (okay)",35-44,482,85,6,32-42,Free,8
872992,24,single,m,mostly vegetarian,often,71,100000,24/06/2012,"san francisco, california",,pisces but it doesn’t matter,no,"english (fluently), chinese (fluently), spanish (poorly)",25-34,420,71,9,19-29,Free,2
844491,32,single,m,mostly anything,socially,74,-1,29/06/2012,"sacramento, california","has a kid, and might want more",gemini,no,english,25-34,384,51,3,27-37,Premium,9
973157,24,single,m,,socially,71,-1,26/06/2012,"san francisco, california",,capricorn but it doesn’t matter,no,english (fluently),25-34,194,62,5,19-29,Free,10
707124,30,single,f,,socially,66,-1,25/06/2012,"san francisco, california",,cancer and it’s fun to think about,no,"english (fluently), german (fluently), french (okay), spanish (poorly), italian (poorly)",25-34,366,60,1,25-35,Free,8
911114,56,single,m,,socially,66,-1,24/06/2012,"san bruno, california",doesn't want kids,aquarius but it doesn’t matter,no,"english (fluently), c++ (okay), latin (poorly), french (okay)",55-64,279,61,1,51-61,Free,9
113142,30,single,f,strictly vegetarian,,64,-1,29/06/2012,"san francisco, california",,,,"english, hebrew (poorly)",25-34,282,82,5,25-35,Free,2
445389,53,single,f,mostly anything,socially,62,-1,29/06/2012,"albany, california","has kids, but doesn't want more",pisces and it’s fun to think about,no,"english (fluently), spanish (poorly)",45-54,39,71,1,48-58,Free,9
692323,46,single,m,mostly anything,socially,71,-1,29/06/2012,"san rafael, california","has a kid, and wants more",gemini and it’s fun to think about,no,"english (fluently), spanish (fluently), russian (poorly)",45-54,446,58,7,41-51,Free,9
906459,60,single,m,mostly anything,socially,73,-1,29/06/2012,"oakland, california",doesn't have kids,pisces and it’s fun to think about,no,english,55-64,188,93,8,55-65,Free,8
439978,26,single,f,mostly anything,socially,68,-1,30/06/2012,"san francisco, california",doesn't have kids,scorpio and it’s fun to think about,trying to quit,english,25-34,163,56,2,21-31,Free,8
337120,19,single,f,,socially,62,-1,13/05/2012,"san francisco, california",,leo and it’s fun to think about,sometimes,english (fluently),18-24,481,66,3,18-24,Free,8
666661,33,single,m,,socially,70,-1,30/10/2011,"walnut creek, california",,,,"english (fluently), japanese (okay)",25-34,476,59,8,28-38,Free,10
732890,39,single,m,anything,socially,72,30000,22/05/2012,"san mateo, california",has kids,sagittarius and it’s fun to think about,when drinking,"english (fluently), spanish (fluently), french (okay), tagalog (okay)",35-44,23,87,1,34-44,Premium,8
787970,29,single,m,mostly anything,socially,72,-1,25/06/2012,"berkeley, california",,virgo,no,"english (fluently), spanish (okay)",25-34,23,88,9,24-34,Free,9
898783,33,single,f,mostly anything,socially,64,-1,23/06/2012,"san francisco, california",,capricorn and it’s fun to think about,no,"english (fluently), spanish (fluently), french (okay), portuguese (poorly)",25-34,489,100,5,28-38,Free,10
287908,33,single,f,,socially,66,-1,26/06/2012,"berkeley, california",,,no,english,25-34,3,95,1,28-38,Free,9
481839,29,single,f,mostly anything,not at all,70,-1,29/06/2012,"san francisco, california",,aries and it’s fun to think about,no,english,25-34,322,74,8,24-34,Free,9
608047,22,single,m,anything,socially,72,-1,04/06/2012,"berkeley, california",,pisces and it’s fun to think about,no,"english (fluently), spanish (poorly), other (okay)",18-24,289,76,9,18-27,Free,8
555802,28,single,m,,socially,72,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",scorpio and it’s fun to think about,no,"english (fluently), german (okay)",25-34,440,79,9,23-33,Free,8
940354,35,single,m,,socially,72,60000,07/06/2012,"vallejo, california",has kids,aries,sometimes,english,35-44,432,79,9,30-40,Free,10
132488,47,single,m,mostly anything,socially,70,150000,29/06/2012,"belvedere tiburon, california","has kids, and might want more",gemini and it’s fun to think about,no,"english (fluently), chinese (poorly), korean (poorly)",45-54,470,92,6,42-52,Free,9
530376,34,single,m,,socially,72,-1,29/06/2012,"san francisco, california",,aries and it’s fun to think about,no,"english (fluently), chinese (okay), spanish (poorly)",35-44,180,83,7,29-39,Free,9
180825,25,single,m,,socially,71,-1,24/06/2012,"oakland, california",,leo and it’s fun to think about,,"english, spanish (fluently), portuguese (okay), italian (poorly)",25-34,247,82,7,20-30,Premium,9
662666,27,single,m,,socially,67,-1,08/09/2011,"south san francisco, california",,cancer,yes,"english, tagalog",25-34,115,81,4,22-32,Premium,8
387158,40,single,m,,often,76,250000,29/06/2012,"san francisco, california",,aquarius and it’s fun to think about,no,english (fluently),35-44,278,91,3,35-45,Premium,2
562325,42,single,f,strictly anything,socially,66,-1,29/06/2012,"san francisco, california",has kids,aquarius,no,english,35-44,364,61,9,37-47,Free,8
126809,20,single,m,strictly other,socially,69,20000,30/06/2012,"san francisco, california",,capricorn and it’s fun to think about,yes,english (fluently),18-24,68,90,3,18-25,Free,9
100069,25,single,m,,socially,68,-1,20/04/2012,"san leandro, california",,libra but it doesn’t matter,no,"english (fluently), spanish (okay)",25-34,350,72,3,20-30,Free,10
448465,25,single,m,,socially,69,30000,28/06/2012,"oakland, california",has a kid,leo and it’s fun to think about,sometimes,english (fluently),25-34,253,78,4,20-30,Free,10
315635,33,single,m,,socially,69,-1,23/06/2012,"berkeley, california",,libra and it’s fun to think about,no,"english, chinese (okay), german (poorly), turkish (poorly)",25-34,180,92,3,28-38,Free,8
626116,47,single,m,,rarely,73,-1,22/05/2012,"el cerrito, california",,aquarius and it’s fun to think about,no,"english (fluently), vietnamese (fluently), french (poorly), italian (poorly), spanish (poorly)",45-54,317,50,2,42-52,Free,9
666731,67,single,f,mostly anything,socially,66,-1,22/04/2012,"mill valley, california",has kids,,no,english,65+,168,69,5,62-65,Free,8
305875,28,single,m,,socially,71,-1,26/06/2012,"oakland, california",,libra,no,english,25-34,312,59,1,23-33,Free,10
718831,21,single,f,mostly anything,rarely,65,-1,01/12/2011,"oakland, california",,leo and it’s fun to think about,no,english (fluently),18-24,248,68,1,18-26,Free,8
913884,28,single,m,,socially,72,-1,26/06/2012,"san francisco, california",doesn't have kids,aquarius and it’s fun to think about,when drinking,english,25-34,187,72,6,23-33,Free,9
142118,41,single,f,mostly anything,socially,64,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",gemini but it doesn’t matter,no,english (fluently),35-44,53,70,4,36-46,Premium,8
970303,26,single,m,,socially,62,-1,17/06/2012,"oakland, california",,,no,english,25-34,325,92,8,21-31,Premium,10
373798,23,single,m,mostly anything,socially,74,20000,21/06/2012,"castro valley, california",,pisces and it’s fun to think about,trying to quit,"english (fluently), c++ (okay)",18-24,356,84,1,18-28,Premium,10
125505,32,single,m,mostly anything,socially,69,-1,24/06/2012,"redwood city, california",,capricorn but it doesn’t matter,no,english (fluently),25-34,312,97,5,27-37,Premium,8
668588,34,single,f,,socially,70,50000,30/05/2012,"berkeley, california",,,no,"english (fluently), latvian (fluently), spanish (okay)",35-44,137,81,6,29-39,Premium,9
781405,30,single,m,mostly anything,socially,68,-1,01/06/2012,"san francisco, california",,capricorn,no,"english (fluently), chinese (poorly), indonesian (poorly), portuguese (poorly)",25-34,167,59,5,25-35,Free,8
973249,46,single,m,mostly anything,socially,72,-1,29/06/2012,"san francisco, california",,cancer and it’s fun to think about,no,"english, spanish (poorly)",45-54,390,51,6,41-51,Free,9
836696,56,single,f,anything,socially,63,-1,27/06/2012,"el cerrito, california",has kids,cancer,,"english, french (okay), spanish (poorly)",55-64,102,100,3,51-61,Free,9
465091,31,single,m,,socially,67,-1,20/11/2011,"san francisco, california",,scorpio and it’s fun to think about,no,english (fluently),25-34,421,85,9,26-36,Free,8
397681,28,single,m,,socially,71,-1,19/05/2012,"berkeley, california",,aries,no,"english (fluently), other (fluently), c++ (fluently), chinese (poorly)",25-34,84,97,7,23-33,Free,9
762070,29,single,f,mostly anything,socially,66,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",capricorn and it’s fun to think about,no,"english (fluently), spanish (fluently)",25-34,316,55,1,24-34,Premium,9
